shipment_line_item_id,shipment_id,line_item_id,quantity_shipped
SL00014287,S0008803,L0015383,5
SL00014288,S0008803,L0015384,4
SL00014289,S0008804,L0015385,2
SL00014290,S0008804,L0015386,1
SL00014291,S0008805,L0015387,1
SL00014292,S0008806,L0015388,1
SL00014293,S0008807,L0015389,2
SL00014294,S0008807,L0015390,4
SL00014295,S0008807,L0015391,5
SL00014296,S0008809,L0015392,4
SL00014297,S0008808,L0015393,1
SL00014298,S0008809,L0015393,2
SL00014299,S0008808,L0015394,2
SL00014300,S0008809,L0015394,2
SL00014301,S0008810,L0015395,4
SL00014302,S0008810,L0015396,4
SL00014303,S0008810,L0015397,3
SL00014304,S0008811,L0015398,2
SL00014305,S0008811,L0015399,1
SL00014306,S0008814,L0015400,4
SL00014307,S0008815,L0015401,5
SL00014308,S0008815,L0015402,4
SL00014309,S0008816,L0015403,5
SL00014310,S0008816,L0015404,3
SL00014311,S0008817,L0015405,1
SL00014312,S0008817,L0015406,3
SL00014313,S0008818,L0015407,3
SL00014314,S0008819,L0015408,4
SL00014315,S0008819,L0015409,3
SL00014316,S0008820,L0015410,5
SL00014317,S0008820,L0015411,1
SL00014318,S0008820,L0015412,4
SL00014319,S0008820,L0015413,4
SL00014320,S0008821,L0015414,3
SL00014321,S0008822,L0015415,3
SL00014322,S0008822,L0015416,2
SL00014323,S0008823,L0015417,1
SL00014324,S0008824,L0015418,1
SL00014325,S0008824,L0015419,2
SL00014326,S0008824,L0015420,2
SL00014327,S0008825,L0015421,5
SL00014328,S0008825,L0015423,2
SL00014329,S0008826,L0015424,4
SL00014330,S0008826,L0015425,4
SL00014331,S0008827,L0015426,1
SL00014332,S0008827,L0015427,1
SL00014333,S0008827,L0015428,2
SL00014334,S0008828,L0015429,3
SL00014335,S0008829,L0015430,4
SL00014336,S0008830,L0015431,4
SL00014337,S0008831,L0015432,4
SL00014338,S0008831,L0015433,5
SL00014339,S0008831,L0015434,2
SL00014340,S0008832,L0015435,2
SL00014341,S0008833,L0015435,2
SL00014342,S0008834,L0015436,5
SL00014343,S0008835,L0015437,3
SL00014344,S0008835,L0015438,1
SL00014345,S0008835,L0015439,5
SL00014346,S0008836,L0015440,3
SL00014347,S0008836,L0015441,1
SL00014348,S0008836,L0015442,4
SL00014349,S0008837,L0015443,1
SL00014350,S0008838,L0015443,1
SL00014351,S0008837,L0015444,1
SL00014352,S0008838,L0015444,1
SL00014353,S0008840,L0015445,1
SL00014354,S0008841,L0015446,1
SL00014355,S0008842,L0015447,5
SL00014356,S0008842,L0015448,4
SL00014357,S0008842,L0015449,2
SL00014358,S0008843,L0015451,2
SL00014359,S0008844,L0015451,1
SL00014360,S0008845,L0015453,1
SL00014361,S0008845,L0015454,4
SL00014362,S0008846,L0015457,4
SL00014363,S0008847,L0015458,1
SL00014364,S0008848,L0015459,1
SL00014365,S0008849,L0015461,5
SL00014366,S0008849,L0015462,2
SL00014367,S0008849,L0015463,5
SL00014368,S0008850,L0015464,5
SL00014369,S0008851,L0015465,2
SL00014370,S0008851,L0015466,4
SL00014371,S0008851,L0015467,1
SL00014372,S0008852,L0015468,2
SL00014373,S0008853,L0015469,2
SL00014374,S0008854,L0015470,1
SL00014375,S0008855,L0015471,2
SL00014376,S0008855,L0015472,2
SL00014377,S0008856,L0015473,5
SL00014378,S0008856,L0015474,5
SL00014379,S0008856,L0015475,5
SL00014380,S0008857,L0015476,2
SL00014381,S0008857,L0015477,2
SL00014382,S0008857,L0015478,1
SL00014383,S0008858,L0015479,2
SL00014384,S0008860,L0015481,3
SL00014385,S0008859,L0015482,1
SL00014386,S0008860,L0015482,3
SL00014387,S0008859,L0015483,4
SL00014388,S0008861,L0015484,4
SL00014389,S0008861,L0015485,4
SL00014390,S0008862,L0015486,1
SL00014391,S0008862,L0015487,1
SL00014392,S0008862,L0015488,1
SL00014393,S0008863,L0015489,5
SL00014394,S0008863,L0015490,1
SL00014395,S0008864,L0015491,4
SL00014396,S0008864,L0015492,2
SL00014397,S0008864,L0015493,2
SL00014398,S0008865,L0015494,5
SL00014399,S0008865,L0015495,5
SL00014400,S0008865,L0015496,5
SL00014401,S0008866,L0015497,4
SL00014402,S0008866,L0015498,1
SL00014403,S0008867,L0015499,5
SL00014404,S0008867,L0015500,2
SL00014405,S0008868,L0015501,3
SL00014406,S0008868,L0015502,3
SL00014407,S0008868,L0015503,1
SL00014408,S0008868,L0015504,2
SL00014409,S0008869,L0015506,3
SL00014410,S0008869,L0015507,2
SL00014411,S0008869,L0015508,1
SL00014412,S0008870,L0015509,3
SL00014413,S0008871,L0015510,1
SL00014414,S0008873,L0015511,1
SL00014415,S0008875,L0015512,4
SL00014416,S0008874,L0015513,2
SL00014417,S0008875,L0015513,1
SL00014418,S0008874,L0015514,2
SL00014419,S0008876,L0015515,5
SL00014420,S0008876,L0015516,4
SL00014421,S0008877,L0015517,5
SL00014422,S0008877,L0015518,1
SL00014423,S0008877,L0015519,4
SL00014424,S0008878,L0015520,2
SL00014425,S0008880,L0015520,1
SL00014426,S0008878,L0015521,2
SL00014427,S0008879,L0015521,1
SL00014428,S0008878,L0015522,1
SL00014429,S0008881,L0015523,2
SL00014430,S0008881,L0015524,5
SL00014431,S0008883,L0015526,2
SL00014432,S0008883,L0015527,4
SL00014433,S0008884,L0015532,2
SL00014434,S0008884,L0015533,4
SL00014435,S0008884,L0015534,5
SL00014436,S0008885,L0015535,3
SL00014437,S0008885,L0015536,1
SL00014438,S0008885,L0015537,2
SL00014439,S0008886,L0015538,3
SL00014440,S0008887,L0015539,2
SL00014441,S0008887,L0015540,5
SL00014442,S0008888,L0015541,4
SL00014443,S0008889,L0015542,1
SL00014444,S0008889,L0015543,3
SL00014445,S0008890,L0015544,1
SL00014446,S0008892,L0015545,1
SL00014447,S0008892,L0015546,1
SL00014448,S0008893,L0015547,4
SL00014449,S0008893,L0015548,4
SL00014450,S0008894,L0015549,3
SL00014451,S0008894,L0015550,4
SL00014452,S0008894,L0015551,4
SL00014453,S0008895,L0015552,2
SL00014454,S0008897,L0015554,3
SL00014455,S0008896,L0015555,3
SL00014456,S0008897,L0015555,1
SL00014457,S0008897,L0015556,1
SL00014458,S0008898,L0015557,5
SL00014459,S0008898,L0015558,2
SL00014460,S0008899,L0015559,5
SL00014461,S0008899,L0015560,4
SL00014462,S0008900,L0015561,3
SL00014463,S0008900,L0015562,1
SL00014464,S0008901,L0015563,3
SL00014465,S0008901,L0015564,5
SL00014466,S0008902,L0015565,5
SL00014467,S0008902,L0015566,5
SL00014468,S0008903,L0015567,4
SL00014469,S0008904,L0015568,1
SL00014470,S0008905,L0015569,4
SL00014471,S0008905,L0015570,4
SL00014472,S0008905,L0015571,2
SL00014473,S0008905,L0015572,3
SL00014474,S0008906,L0015574,1
SL00014475,S0008906,L0015575,4
SL00014476,S0008906,L0015576,3
SL00014477,S0008907,L0015577,5
SL00014478,S0008907,L0015578,1
SL00014479,S0008908,L0015579,3
SL00014480,S0008909,L0015580,5
SL00014481,S0008909,L0015581,3
SL00014482,S0008909,L0015582,5
SL00014483,S0008909,L0015583,5
SL00014484,S0008910,L0015584,3
SL00014485,S0008910,L0015585,3
SL00014486,S0008910,L0015586,1
SL00014487,S0008911,L0015587,2
SL00014488,S0008912,L0015587,1
SL00014489,S0008913,L0015587,1
SL00014490,S0008911,L0015588,2
SL00014491,S0008912,L0015588,1
SL00014492,S0008913,L0015588,2
SL00014493,S0008911,L0015589,3
SL00014494,S0008912,L0015589,1
SL00014495,S0008913,L0015589,1
SL00014496,S0008914,L0015590,5
SL00014497,S0008915,L0015591,1
SL00014498,S0008916,L0015592,5
SL00014499,S0008918,L0015593,3
SL00014500,S0008918,L0015594,1
SL00014501,S0008917,L0015595,2
SL00014502,S0008918,L0015595,3
SL00014503,S0008917,L0015596,4
SL00014504,S0008918,L0015596,1
SL00014505,S0008919,L0015597,1
SL00014506,S0008919,L0015598,5
SL00014507,S0008920,L0015599,2
SL00014508,S0008920,L0015600,3
SL00014509,S0008921,L0015601,2
SL00014510,S0008921,L0015602,2
SL00014511,S0008922,L0015603,1
SL00014512,S0008922,L0015604,3
SL00014513,S0008922,L0015605,4
SL00014514,S0008923,L0015606,4
SL00014515,S0008923,L0015607,5
SL00014516,S0008924,L0015609,1
SL00014517,S0008927,L0015610,5
SL00014518,S0008927,L0015611,1
SL00014519,S0008927,L0015612,4
SL00014520,S0008927,L0015613,3
SL00014521,S0008928,L0015614,5
SL00014522,S0008928,L0015615,2
SL00014523,S0008928,L0015616,4
SL00014524,S0008928,L0015617,1
SL00014525,S0008929,L0015618,1
SL00014526,S0008929,L0015619,2
SL00014527,S0008929,L0015620,4
SL00014528,S0008930,L0015621,3
SL00014529,S0008931,L0015622,5
SL00014530,S0008931,L0015623,3
SL00014531,S0008932,L0015624,2
SL00014532,S0008932,L0015625,2
SL00014533,S0008933,L0015626,5
SL00014534,S0008933,L0015627,2
SL00014535,S0008933,L0015628,2
SL00014536,S0008934,L0015629,3
SL00014537,S0008934,L0015630,2
SL00014538,S0008934,L0015631,1
SL00014539,S0008934,L0015632,2
SL00014540,S0008936,L0015634,4
SL00014541,S0008936,L0015635,3
SL00014542,S0008937,L0015636,3
SL00014543,S0008938,L0015637,4
SL00014544,S0008939,L0015638,5
SL00014545,S0008940,L0015639,2
SL00014546,S0008940,L0015640,2
SL00014547,S0008940,L0015641,2
SL00014548,S0008941,L0015642,3
SL00014549,S0008941,L0015643,5
SL00014550,S0008942,L0015645,2
SL00014551,S0008943,L0015646,5
SL00014552,S0008944,L0015648,4
SL00014553,S0008944,L0015649,3
SL00014554,S0008945,L0015650,5
SL00014555,S0008945,L0015651,2
SL00014556,S0008945,L0015652,2
SL00014557,S0008947,L0015653,4
SL00014558,S0008948,L0015653,1
SL00014559,S0008946,L0015654,4
SL00014560,S0008949,L0015655,1
SL00014561,S0008949,L0015656,2
SL00014562,S0008949,L0015657,4
SL00014563,S0008950,L0015658,4
SL00014564,S0008950,L0015659,3
SL00014565,S0008952,L0015660,1
SL00014566,S0008953,L0015660,2
SL00014567,S0008951,L0015661,1
SL00014568,S0008952,L0015662,1
SL00014569,S0008953,L0015662,3
SL00014570,S0008954,L0015663,3
SL00014571,S0008954,L0015664,1
SL00014572,S0008955,L0015665,3
SL00014573,S0008955,L0015666,1
SL00014574,S0008956,L0015667,5
SL00014575,S0008957,L0015668,5
SL00014576,S0008958,L0015669,1
SL00014577,S0008958,L0015670,3
SL00014578,S0008959,L0015671,2
SL00014579,S0008961,L0015672,1
SL00014580,S0008961,L0015673,2
SL00014581,S0008961,L0015674,5
SL00014582,S0008962,L0015677,2
SL00014583,S0008963,L0015678,1
SL00014584,S0008966,L0015679,1
SL00014585,S0008967,L0015680,3
SL00014586,S0008968,L0015681,5
SL00014587,S0008970,L0015682,1
SL00014588,S0008971,L0015682,1
SL00014589,S0008969,L0015683,2
SL00014590,S0008970,L0015683,3
SL00014591,S0008969,L0015684,2
SL00014592,S0008970,L0015684,2
SL00014593,S0008972,L0015688,1
SL00014594,S0008972,L0015689,2
SL00014595,S0008973,L0015690,1
SL00014596,S0008976,L0015691,5
SL00014597,S0008976,L0015692,2
SL00014598,S0008977,L0015693,4
SL00014599,S0008977,L0015694,3
SL00014600,S0008978,L0015695,1
SL00014601,S0008979,L0015696,2
SL00014602,S0008979,L0015697,2
SL00014603,S0008980,L0015697,1
SL00014604,S0008981,L0015700,5
SL00014605,S0008982,L0015701,2
SL00014606,S0008983,L0015702,2
SL00014607,S0008984,L0015702,2
SL00014608,S0008983,L0015703,1
SL00014609,S0008984,L0015703,4
SL00014610,S0008983,L0015704,2
SL00014611,S0008984,L0015704,1
SL00014612,S0008985,L0015705,1
SL00014613,S0008985,L0015706,3
SL00014614,S0008985,L0015707,4
SL00014615,S0008986,L0015708,2
SL00014616,S0008986,L0015709,3
SL00014617,S0008987,L0015710,1
SL00014618,S0008988,L0015711,4
SL00014619,S0008988,L0015712,5
SL00014620,S0008989,L0015713,2
SL00014621,S0008989,L0015714,1
SL00014622,S0008990,L0015715,3
SL00014623,S0008990,L0015716,4
SL00014624,S0008991,L0015717,4
SL00014625,S0008991,L0015718,4
SL00014626,S0008993,L0015720,4
SL00014627,S0008994,L0015723,1
SL00014628,S0008995,L0015724,4
SL00014629,S0008996,L0015725,4
SL00014630,S0008996,L0015726,2
SL00014631,S0008997,L0015727,2
SL00014632,S0008997,L0015728,3
SL00014633,S0008998,L0015729,1
SL00014634,S0008998,L0015730,5
SL00014635,S0008999,L0015731,3
SL00014636,S0008999,L0015732,2
SL00014637,S0009000,L0015733,4
SL00014638,S0009001,L0015734,4
SL00014639,S0009002,L0015735,3
SL00014640,S0009003,L0015736,1
SL00014641,S0009003,L0015737,1
SL00014642,S0009004,L0015738,1
SL00014643,S0009005,L0015739,5
SL00014644,S0009006,L0015740,3
SL00014645,S0009007,L0015741,4
SL00014646,S0009008,L0015745,3
SL00014647,S0009008,L0015746,1
SL00014648,S0009008,L0015747,4
SL00014649,S0009009,L0015748,4
SL00014650,S0009010,L0015749,1
SL00014651,S0009010,L0015750,1
SL00014652,S0009010,L0015751,2
SL00014653,S0009011,L0015753,5
SL00014654,S0009011,L0015754,3
SL00014655,S0009011,L0015755,4
SL00014656,S0009012,L0015756,3
SL00014657,S0009012,L0015757,5
SL00014658,S0009013,L0015758,2
SL00014659,S0009014,L0015759,3
SL00014660,S0009015,L0015760,1
SL00014661,S0009015,L0015761,5
SL00014662,S0009016,L0015762,2
SL00014663,S0009016,L0015763,1
SL00014664,S0009016,L0015764,1
SL00014665,S0009016,L0015765,3
SL00014666,S0009017,L0015766,5
SL00014667,S0009017,L0015767,4
SL00014668,S0009019,L0015768,1
SL00014669,S0009019,L0015769,1
SL00014670,S0009020,L0015769,1
SL00014671,S0009021,L0015770,1
SL00014672,S0009021,L0015771,2
SL00014673,S0009021,L0015772,5
SL00014674,S0009022,L0015773,2
SL00014675,S0009022,L0015774,5
SL00014676,S0009023,L0015775,4
SL00014677,S0009024,L0015776,4
SL00014678,S0009025,L0015777,5
SL00014679,S0009026,L0015778,1
SL00014680,S0009026,L0015779,4
SL00014681,S0009026,L0015780,5
SL00014682,S0009027,L0015781,5
SL00014683,S0009027,L0015782,4
SL00014684,S0009027,L0015783,5
SL00014685,S0009028,L0015784,3
SL00014686,S0009028,L0015785,5
SL00014687,S0009028,L0015786,1
SL00014688,S0009029,L0015787,2
SL00014689,S0009030,L0015788,2
SL00014690,S0009033,L0015789,1
SL00014691,S0009034,L0015790,5
SL00014692,S0009034,L0015791,3
SL00014693,S0009035,L0015792,4
SL00014694,S0009036,L0015793,3
SL00014695,S0009036,L0015794,1
SL00014696,S0009037,L0015795,5
SL00014697,S0009037,L0015796,2
SL00014698,S0009038,L0015797,1
SL00014699,S0009038,L0015798,1
SL00014700,S0009038,L0015799,4
SL00014701,S0009039,L0015800,1
SL00014702,S0009039,L0015801,3
SL00014703,S0009040,L0015802,3
SL00014704,S0009040,L0015803,5
SL00014705,S0009040,L0015804,4
SL00014706,S0009041,L0015805,4
SL00014707,S0009041,L0015806,1
SL00014708,S0009042,L0015807,1
SL00014709,S0009043,L0015808,4
SL00014710,S0009044,L0015809,2
SL00014711,S0009044,L0015810,1
SL00014712,S0009044,L0015811,2
SL00014713,S0009044,L0015812,4
SL00014714,S0009045,L0015813,1
SL00014715,S0009045,L0015814,5
SL00014716,S0009046,L0015815,2
SL00014717,S0009046,L0015817,2
SL00014718,S0009047,L0015818,1
SL00014719,S0009048,L0015819,5
SL00014720,S0009049,L0015820,2
SL00014721,S0009049,L0015821,2
SL00014722,S0009050,L0015822,3
SL00014723,S0009050,L0015823,1
SL00014724,S0009050,L0015824,2
SL00014725,S0009051,L0015825,5
SL00014726,S0009051,L0015826,4
SL00014727,S0009051,L0015827,5
SL00014728,S0009052,L0015828,3
SL00014729,S0009052,L0015829,2
SL00014730,S0009052,L0015830,1
SL00014731,S0009053,L0015831,2
SL00014732,S0009053,L0015832,3
SL00014733,S0009054,L0015833,2
SL00014734,S0009056,L0015834,4
SL00014735,S0009056,L0015835,2
SL00014736,S0009057,L0015836,1
SL00014737,S0009057,L0015837,1
SL00014738,S0009057,L0015838,3
SL00014739,S0009058,L0015839,4
SL00014740,S0009058,L0015840,2
SL00014741,S0009059,L0015841,2
SL00014742,S0009060,L0015841,1
SL00014743,S0009059,L0015842,3
SL00014744,S0009061,L0015842,1
SL00014745,S0009062,L0015843,2
SL00014746,S0009063,L0015844,5
SL00014747,S0009063,L0015845,4
SL00014748,S0009064,L0015846,3
SL00014749,S0009065,L0015847,4
SL00014750,S0009066,L0015848,1
SL00014751,S0009066,L0015849,3
SL00014752,S0009067,L0015850,5
SL00014753,S0009067,L0015851,1
SL00014754,S0009067,L0015852,5
SL00014755,S0009068,L0015853,1
SL00014756,S0009069,L0015856,2
SL00014757,S0009070,L0015857,5
SL00014758,S0009070,L0015858,4
SL00014759,S0009070,L0015859,1
SL00014760,S0009071,L0015860,4
SL00014761,S0009072,L0015861,1
SL00014762,S0009072,L0015862,2
SL00014763,S0009073,L0015863,5
SL00014764,S0009073,L0015864,4
SL00014765,S0009074,L0015865,3
SL00014766,S0009075,L0015866,4
SL00014767,S0009075,L0015867,3
SL00014768,S0009075,L0015868,1
SL00014769,S0009075,L0015869,4
SL00014770,S0009076,L0015870,1
SL00014771,S0009077,L0015871,3
SL00014772,S0009077,L0015872,3
SL00014773,S0009078,L0015873,3
SL00014774,S0009079,L0015874,1
SL00014775,S0009079,L0015875,1
SL00014776,S0009079,L0015876,4
SL00014777,S0009080,L0015877,4
SL00014778,S0009080,L0015878,3
SL00014779,S0009080,L0015879,5
SL00014780,S0009080,L0015880,5
SL00014781,S0009081,L0015881,1
SL00014782,S0009082,L0015881,1
SL00014783,S0009081,L0015882,1
SL00014784,S0009082,L0015882,1
SL00014785,S0009083,L0015882,1
SL00014786,S0009084,L0015883,5
SL00014787,S0009084,L0015884,1
SL00014788,S0009084,L0015885,4
SL00014789,S0009084,L0015886,3
SL00014790,S0009085,L0015887,1
SL00014791,S0009086,L0015889,3
SL00014792,S0009086,L0015890,4
SL00014793,S0009086,L0015891,1
SL00014794,S0009087,L0015892,1
SL00014795,S0009088,L0015893,1
SL00014796,S0009089,L0015894,2
SL00014797,S0009090,L0015896,2
SL00014798,S0009090,L0015897,4
SL00014799,S0009090,L0015898,2
SL00014800,S0009091,L0015906,4
SL00014801,S0009092,L0015907,1
SL00014802,S0009093,L0015907,1
SL00014803,S0009095,L0015908,2
SL00014804,S0009096,L0015909,3
SL00014805,S0009096,L0015910,5
SL00014806,S0009096,L0015911,3
SL00014807,S0009096,L0015912,5
SL00014808,S0009097,L0015913,4
SL00014809,S0009097,L0015914,5
SL00014810,S0009098,L0015915,4
SL00014811,S0009099,L0015916,4
SL00014812,S0009099,L0015917,5
SL00014813,S0009100,L0015918,3
SL00014814,S0009100,L0015919,1
SL00014815,S0009101,L0015920,2
SL00014816,S0009102,L0015921,5
SL00014817,S0009102,L0015922,1
SL00014818,S0009102,L0015923,2
SL00014819,S0009103,L0015924,2
SL00014820,S0009103,L0015925,5
SL00014821,S0009103,L0015926,4
SL00014822,S0009104,L0015927,3
SL00014823,S0009104,L0015928,4
SL00014824,S0009104,L0015929,2
SL00014825,S0009105,L0015930,1
SL00014826,S0009105,L0015931,2
SL00014827,S0009106,L0015932,5
SL00014828,S0009107,L0015933,3
SL00014829,S0009107,L0015934,3
SL00014830,S0009108,L0015935,5
SL00014831,S0009108,L0015936,1
SL00014832,S0009109,L0015937,5
SL00014833,S0009110,L0015938,3
SL00014834,S0009110,L0015939,1
SL00014835,S0009111,L0015940,1
SL00014836,S0009112,L0015942,2
SL00014837,S0009113,L0015943,1
SL00014838,S0009113,L0015944,5
SL00014839,S0009114,L0015945,3
SL00014840,S0009115,L0015946,1
SL00014841,S0009116,L0015947,2
SL00014842,S0009116,L0015948,1
SL00014843,S0009117,L0015949,3
SL00014844,S0009118,L0015952,4
SL00014845,S0009119,L0015953,2
SL00014846,S0009121,L0015953,3
SL00014847,S0009119,L0015954,1
SL00014848,S0009120,L0015954,1
SL00014849,S0009122,L0015955,3
SL00014850,S0009122,L0015956,4
SL00014851,S0009122,L0015957,2
SL00014852,S0009123,L0015958,5
SL00014853,S0009123,L0015959,2
SL00014854,S0009123,L0015960,2
SL00014855,S0009125,L0015963,2
SL00014856,S0009126,L0015964,2
SL00014857,S0009127,L0015965,4
SL00014858,S0009127,L0015966,5
SL00014859,S0009129,L0015969,5
SL00014860,S0009129,L0015970,1
SL00014861,S0009130,L0015971,1
SL00014862,S0009132,L0015971,2
SL00014863,S0009130,L0015972,4
SL00014864,S0009132,L0015972,1
SL00014865,S0009133,L0015973,1
SL00014866,S0009134,L0015974,1
SL00014867,S0009134,L0015975,5
SL00014868,S0009134,L0015976,4
SL00014869,S0009135,L0015979,2
SL00014870,S0009136,L0015979,2
SL00014871,S0009137,L0015980,1
SL00014872,S0009138,L0015981,2
SL00014873,S0009138,L0015982,1
SL00014874,S0009139,L0015983,3
SL00014875,S0009141,L0015987,2
SL00014876,S0009141,L0015988,1
SL00014877,S0009142,L0015989,3
SL00014878,S0009142,L0015990,2
SL00014879,S0009142,L0015991,5
SL00014880,S0009144,L0015993,2
SL00014881,S0009145,L0015994,1
SL00014882,S0009146,L0015994,1
SL00014883,S0009145,L0015995,2
SL00014884,S0009146,L0015995,1
SL00014885,S0009147,L0015996,4
SL00014886,S0009147,L0015997,4
SL00014887,S0009147,L0015998,3
SL00014888,S0009148,L0015999,2
SL00014889,S0009148,L0016000,4
SL00014890,S0009150,L0016001,1
SL00014891,S0009151,L0016002,1
SL00014892,S0009149,L0016003,1
SL00014893,S0009150,L0016003,1
SL00014894,S0009152,L0016004,1
SL00014895,S0009152,L0016005,3
SL00014896,S0009152,L0016006,5
SL00014897,S0009153,L0016007,2
SL00014898,S0009153,L0016008,4
SL00014899,S0009154,L0016009,1
SL00014900,S0009154,L0016010,1
SL00014901,S0009155,L0016013,3
SL00014902,S0009155,L0016014,2
SL00014903,S0009155,L0016015,3
SL00014904,S0009156,L0016016,1
SL00014905,S0009158,L0016016,1
SL00014906,S0009156,L0016017,3
SL00014907,S0009157,L0016017,1
SL00014908,S0009159,L0016018,5
SL00014909,S0009159,L0016019,3
SL00014910,S0009160,L0016021,4
SL00014911,S0009160,L0016022,2
SL00014912,S0009160,L0016023,2
SL00014913,S0009161,L0016024,3
SL00014914,S0009161,L0016025,1
SL00014915,S0009161,L0016026,4
SL00014916,S0009162,L0016027,1
SL00014917,S0009162,L0016028,2
SL00014918,S0009163,L0016029,4
SL00014919,S0009163,L0016030,5
SL00014920,S0009164,L0016031,2
SL00014921,S0009165,L0016032,4
SL00014922,S0009165,L0016033,4
SL00014923,S0009165,L0016034,2
SL00014924,S0009166,L0016035,4
SL00014925,S0009167,L0016036,3
SL00014926,S0009168,L0016037,4
SL00014927,S0009168,L0016038,1
SL00014928,S0009169,L0016039,3
SL00014929,S0009170,L0016041,1
SL00014930,S0009171,L0016042,1
SL00014931,S0009171,L0016043,5
SL00014932,S0009172,L0016044,4
SL00014933,S0009172,L0016045,2
SL00014934,S0009173,L0016046,3
SL00014935,S0009174,L0016047,1
SL00014936,S0009174,L0016048,2
SL00014937,S0009175,L0016048,1
SL00014938,S0009177,L0016049,4
SL00014939,S0009177,L0016050,5
SL00014940,S0009178,L0016052,1
SL00014941,S0009180,L0016056,1
SL00014942,S0009179,L0016057,1
SL00014943,S0009181,L0016058,3
SL00014944,S0009182,L0016059,1
SL00014945,S0009183,L0016060,1
SL00014946,S0009183,L0016061,2
SL00014947,S0009184,L0016062,2
SL00014948,S0009184,L0016063,4
SL00014949,S0009185,L0016064,4
SL00014950,S0009185,L0016065,2
SL00014951,S0009186,L0016066,2
SL00014952,S0009187,L0016067,2
SL00014953,S0009188,L0016068,4
SL00014954,S0009189,L0016069,3
SL00014955,S0009190,L0016070,3
SL00014956,S0009190,L0016071,4
SL00014957,S0009190,L0016072,3
SL00014958,S0009191,L0016073,2
SL00014959,S0009191,L0016074,1
SL00014960,S0009192,L0016075,1
SL00014961,S0009192,L0016076,1
SL00014962,S0009193,L0016077,2
SL00014963,S0009195,L0016078,3
SL00014964,S0009196,L0016079,3
SL00014965,S0009196,L0016080,1
SL00014966,S0009196,L0016081,1
SL00014967,S0009197,L0016082,3
SL00014968,S0009198,L0016083,4
SL00014969,S0009198,L0016084,5
SL00014970,S0009198,L0016085,3
SL00014971,S0009199,L0016086,1
SL00014972,S0009199,L0016087,2
SL00014973,S0009199,L0016088,5
SL00014974,S0009200,L0016089,2
SL00014975,S0009200,L0016090,4
SL00014976,S0009201,L0016091,5
SL00014977,S0009202,L0016092,3
SL00014978,S0009203,L0016093,1
SL00014979,S0009203,L0016094,1
SL00014980,S0009204,L0016095,2
SL00014981,S0009205,L0016097,3
SL00014982,S0009206,L0016100,5
SL00014983,S0009207,L0016101,4
SL00014984,S0009208,L0016102,5
SL00014985,S0009208,L0016103,2
SL00014986,S0009208,L0016104,3
SL00014987,S0009209,L0016105,2
SL00014988,S0009209,L0016106,4
SL00014989,S0009210,L0016108,3
SL00014990,S0009210,L0016109,3
SL00014991,S0009211,L0016110,4
SL00014992,S0009212,L0016111,3
SL00014993,S0009212,L0016112,4
SL00014994,S0009213,L0016113,5
SL00014995,S0009214,L0016116,2
SL00014996,S0009217,L0016117,1
SL00014997,S0009218,L0016118,1
SL00014998,S0009219,L0016118,1
SL00014999,S0009219,L0016119,2
SL00015000,S0009218,L0016120,2
SL00015001,S0009219,L0016120,1
SL00015002,S0009220,L0016120,2
SL00015003,S0009221,L0016123,1
SL00015004,S0009221,L0016124,4
SL00015005,S0009221,L0016125,1
SL00015006,S0009221,L0016126,3
SL00015007,S0009222,L0016127,3
SL00015008,S0009222,L0016128,5
SL00015009,S0009222,L0016129,2
SL00015010,S0009223,L0016130,3
SL00015011,S0009224,L0016131,5
SL00015012,S0009224,L0016132,1
SL00015013,S0009225,L0016133,1
SL00015014,S0009225,L0016134,4
SL00015015,S0009226,L0016136,5
SL00015016,S0009227,L0016139,1
SL00015017,S0009228,L0016140,1
SL00015018,S0009229,L0016141,3
SL00015019,S0009229,L0016142,4
SL00015020,S0009229,L0016143,1
SL00015021,S0009230,L0016144,3
SL00015022,S0009231,L0016144,2
SL00015023,S0009230,L0016145,1
SL00015024,S0009231,L0016145,3
SL00015025,S0009230,L0016146,2
SL00015026,S0009232,L0016147,4
SL00015027,S0009232,L0016148,4
SL00015028,S0009233,L0016149,5
SL00015029,S0009233,L0016150,5
SL00015030,S0009234,L0016151,4
SL00015031,S0009234,L0016152,2
SL00015032,S0009235,L0016153,3
SL00015033,S0009235,L0016154,5
SL00015034,S0009236,L0016155,3
SL00015035,S0009236,L0016156,4
SL00015036,S0009239,L0016157,1
SL00015037,S0009240,L0016158,3
SL00015038,S0009240,L0016159,5
SL00015039,S0009241,L0016160,2
SL00015040,S0009242,L0016161,3
SL00015041,S0009243,L0016162,3
SL00015042,S0009244,L0016163,1
SL00015043,S0009244,L0016164,2
SL00015044,S0009245,L0016165,3
SL00015045,S0009245,L0016166,2
SL00015046,S0009246,L0016167,3
SL00015047,S0009246,L0016168,5
SL00015048,S0009247,L0016169,2
SL00015049,S0009247,L0016170,4
SL00015050,S0009248,L0016171,5
SL00015051,S0009249,L0016172,4
SL00015052,S0009249,L0016173,2
SL00015053,S0009250,L0016174,3
SL00015054,S0009252,L0016176,4
SL00015055,S0009252,L0016177,3
SL00015056,S0009253,L0016178,5
SL00015057,S0009253,L0016179,4
SL00015058,S0009254,L0016180,1
SL00015059,S0009254,L0016181,1
SL00015060,S0009254,L0016182,2
SL00015061,S0009255,L0016183,1
SL00015062,S0009255,L0016184,5
