line_item_id,order_id,product_id,quantity,unit_price_in_cents,line_status
L0014607,O007760,P0428,3,6152,fulfilled
L0014608,O007760,P0031,2,19707,fulfilled
L0014609,O007760,P0231,3,16799,fulfilled
L0014610,O007761,P0302,2,23123,pending
L0014611,O007761,P0247,1,13561,pending
L0014612,O007761,P0284,3,11977,pending
L0014613,O007762,P0133,1,45055,fulfilled
L0014614,O007762,P0246,4,33132,fulfilled
L0014615,O007763,P0342,2,3035,pending
L0014616,O007763,P0294,4,27948,pending
L0014617,O007763,P0109,2,27579,pending
L0014618,O007764,P0055,3,20675,fulfilled
L0014619,O007765,P0379,4,28416,fulfilled
L0014620,O007765,P0214,4,27794,fulfilled
L0014621,O007766,P0268,1,30018,fulfilled
L0014622,O007766,P0079,5,13275,fulfilled
L0014623,O007767,P0468,2,42504,fulfilled
L0014624,O007767,P0466,5,18349,fulfilled
L0014625,O007768,P0411,4,44414,fulfilled
L0014626,O007768,P0213,3,22117,fulfilled
L0014627,O007769,P0313,5,32520,fulfilled
L0014628,O007769,P0384,5,18097,fulfilled
L0014629,O007770,P0306,4,16876,fulfilled
L0014630,O007770,P0117,4,25224,fulfilled
L0014631,O007770,P0159,2,42122,fulfilled
L0014632,O007771,P0246,1,36146,fulfilled
L0014633,O007772,P0140,5,41071,fulfilled
L0014634,O007773,P0270,5,24056,fulfilled
L0014635,O007773,P0063,3,21477,fulfilled
L0014636,O007774,P0109,2,24401,fulfilled
L0014637,O007775,P0002,1,24194,fulfilled
L0014638,O007775,P0009,1,28811,fulfilled
L0014639,O007776,P0050,2,30084,fulfilled
L0014640,O007777,P0021,3,19582,fulfilled
L0014641,O007777,P0418,3,31802,fulfilled
L0014642,O007778,P0307,5,17003,fulfilled
L0014643,O007778,P0475,2,26229,fulfilled
L0014644,O007779,P0451,3,36689,fulfilled
L0014645,O007779,P0486,2,43601,fulfilled
L0014646,O007780,P0081,4,15881,fulfilled
L0014647,O007781,P0008,2,39943,pending
L0014648,O007782,P0465,2,18534,fulfilled
L0014649,O007782,P0139,2,27046,fulfilled
L0014650,O007782,P0198,1,25774,fulfilled
L0014651,O007783,P0276,4,5829,fulfilled
L0014652,O007783,P0242,1,40005,fulfilled
L0014653,O007784,P0279,1,23437,fulfilled
L0014654,O007784,P0347,5,6700,fulfilled
L0014655,O007785,P0213,5,24866,fulfilled
L0014656,O007785,P0043,3,16183,fulfilled
L0014657,O007786,P0377,3,22916,pending
L0014658,O007786,P0035,4,1168,pending
L0014659,O007787,P0362,5,25391,cancelled
L0014660,O007787,P0125,3,42875,cancelled
L0014661,O007788,P0005,5,30059,fulfilled
L0014662,O007789,P0198,4,25332,pending
L0014663,O007789,P0211,2,38159,fulfilled
L0014664,O007790,P0422,4,30399,fulfilled
L0014665,O007790,P0326,1,29708,fulfilled
L0014666,O007791,P0026,5,8598,fulfilled
L0014667,O007791,P0162,3,33204,fulfilled
L0014668,O007791,P0111,5,1304,fulfilled
L0014669,O007792,P0271,2,17675,fulfilled
L0014670,O007792,P0137,4,47883,fulfilled
L0014671,O007792,P0020,2,28956,fulfilled
L0014672,O007793,P0149,1,24519,fulfilled
L0014673,O007794,P0453,1,15209,fulfilled
L0014674,O007795,P0276,2,5960,fulfilled
L0014675,O007795,P0051,5,8038,fulfilled
L0014676,O007796,P0497,1,45858,fulfilled
L0014677,O007797,P0405,5,7788,fulfilled
L0014678,O007797,P0224,4,13932,fulfilled
L0014679,O007798,P0180,1,38746,fulfilled
L0014680,O007799,P0444,3,21316,fulfilled
L0014681,O007799,P0330,1,29039,fulfilled
L0014682,O007799,P0378,5,27976,fulfilled
L0014683,O007800,P0220,2,14117,fulfilled
L0014684,O007800,P0392,3,13791,fulfilled
L0014685,O007801,P0479,4,28741,fulfilled
L0014686,O007801,P0102,3,7363,fulfilled
L0014687,O007802,P0056,2,530,cancelled
L0014688,O007802,P0295,1,37499,cancelled
L0014689,O007802,P0446,5,23111,cancelled
L0014690,O007803,P0157,1,42441,fulfilled
L0014691,O007804,P0266,5,5636,fulfilled
L0014692,O007805,P0024,4,14776,fulfilled
L0014693,O007805,P0134,2,901,fulfilled
L0014694,O007805,P0289,2,24933,fulfilled
L0014695,O007805,P0020,5,25912,fulfilled
L0014696,O007806,P0085,1,31656,fulfilled
L0014697,O007807,P0429,4,25102,fulfilled
L0014698,O007808,P0361,1,15537,fulfilled
L0014699,O007808,P0051,3,8107,fulfilled
L0014700,O007808,P0290,2,39527,fulfilled
L0014701,O007808,P0196,3,34981,fulfilled
L0014702,O007809,P0110,5,41988,fulfilled
L0014703,O007809,P0455,4,1748,fulfilled
L0014704,O007810,P0178,2,23509,fulfilled
L0014705,O007811,P0379,1,27892,fulfilled
L0014706,O007812,P0068,3,35962,fulfilled
L0014707,O007812,P0016,2,46861,fulfilled
L0014708,O007813,P0331,3,31729,fulfilled
L0014709,O007813,P0282,1,27737,fulfilled
L0014710,O007814,P0237,2,14039,fulfilled
L0014711,O007814,P0017,1,44300,fulfilled
L0014712,O007815,P0342,5,3232,fulfilled
L0014713,O007816,P0373,2,12948,pending
L0014714,O007817,P0443,2,12835,fulfilled
L0014715,O007817,P0220,5,12225,fulfilled
L0014716,O007818,P0270,5,23759,fulfilled
L0014717,O007818,P0497,4,45505,fulfilled
L0014718,O007819,P0482,2,41140,fulfilled
L0014719,O007820,P0080,3,43369,fulfilled
L0014720,O007820,P0006,4,5314,fulfilled
L0014721,O007820,P0113,3,5947,fulfilled
L0014722,O007820,P0242,3,41418,fulfilled
L0014723,O007821,P0025,4,31827,fulfilled
L0014724,O007821,P0041,2,6570,fulfilled
L0014725,O007821,P0451,1,36601,fulfilled
L0014726,O007822,P0291,2,36183,fulfilled
L0014727,O007822,P0072,1,18291,fulfilled
L0014728,O007822,P0345,1,42104,fulfilled
L0014729,O007823,P0074,3,42733,fulfilled
L0014730,O007823,P0307,3,17888,fulfilled
L0014731,O007823,P0294,4,29723,fulfilled
L0014732,O007824,P0279,5,20524,pending
L0014733,O007824,P0185,5,25552,fulfilled
L0014734,O007824,P0404,1,34965,pending
L0014735,O007825,P0157,5,42874,fulfilled
L0014736,O007825,P0383,5,28050,fulfilled
L0014737,O007826,P0279,1,21200,pending
L0014738,O007826,P0336,2,41105,pending
L0014739,O007826,P0017,2,49567,pending
L0014740,O007827,P0100,4,13711,fulfilled
L0014741,O007828,P0387,2,5179,fulfilled
L0014742,O007829,P0266,1,5484,fulfilled
L0014743,O007829,P0087,1,20709,fulfilled
L0014744,O007829,P0498,5,12595,fulfilled
L0014745,O007830,P0149,5,27577,fulfilled
L0014746,O007830,P0290,4,39320,fulfilled
L0014747,O007831,P0092,1,18552,fulfilled
L0014748,O007831,P0248,3,4110,fulfilled
L0014749,O007832,P0267,4,6533,cancelled
L0014750,O007833,P0390,2,4569,cancelled
L0014751,O007833,P0179,4,40350,cancelled
L0014752,O007834,P0441,1,21948,cancelled
L0014753,O007834,P0314,5,9008,cancelled
L0014754,O007835,P0421,1,24312,pending
L0014755,O007835,P0031,4,20177,fulfilled
L0014756,O007835,P0322,5,36860,pending
L0014757,O007836,P0148,2,42701,fulfilled
L0014758,O007837,P0254,4,38401,fulfilled
L0014759,O007838,P0161,5,1512,cancelled
L0014760,O007839,P0009,1,29927,fulfilled
L0014761,O007840,P0004,4,4214,fulfilled
L0014762,O007840,P0169,4,47117,fulfilled
L0014763,O007840,P0378,1,25162,fulfilled
L0014764,O007840,P0468,3,43256,fulfilled
L0014765,O007841,P0261,1,25408,fulfilled
L0014766,O007841,P0069,1,42647,fulfilled
L0014767,O007841,P0290,2,40377,fulfilled
L0014768,O007842,P0363,4,4476,fulfilled
L0014769,O007843,P0103,3,997,fulfilled
L0014770,O007844,P0110,3,36278,fulfilled
L0014771,O007844,P0145,2,36191,fulfilled
L0014772,O007845,P0014,2,27045,fulfilled
L0014773,O007845,P0313,1,30212,fulfilled
L0014774,O007845,P0128,2,28788,fulfilled
L0014775,O007846,P0297,4,27769,fulfilled
L0014776,O007847,P0222,4,28150,fulfilled
L0014777,O007847,P0489,3,11143,fulfilled
L0014778,O007848,P0064,1,5347,fulfilled
L0014779,O007849,P0254,5,37408,pending
L0014780,O007849,P0359,5,40147,pending
L0014781,O007849,P0040,2,1260,pending
L0014782,O007850,P0436,3,17054,cancelled
L0014783,O007850,P0350,3,34068,cancelled
L0014784,O007850,P0357,3,1556,cancelled
L0014785,O007851,P0376,2,27121,fulfilled
L0014786,O007852,P0234,4,31316,fulfilled
L0014787,O007852,P0015,4,20067,fulfilled
L0014788,O007852,P0216,1,37556,fulfilled
L0014789,O007853,P0123,3,15981,fulfilled
L0014790,O007853,P0024,4,15706,fulfilled
L0014791,O007854,P0366,2,40013,fulfilled
L0014792,O007854,P0203,3,1147,fulfilled
L0014793,O007854,P0486,5,43528,fulfilled
L0014794,O007854,P0060,2,26132,fulfilled
L0014795,O007855,P0155,5,1840,fulfilled
L0014796,O007856,P0382,2,37148,fulfilled
L0014797,O007857,P0434,5,18583,fulfilled
L0014798,O007857,P0320,2,15614,fulfilled
L0014799,O007858,P0433,2,17070,pending
L0014800,O007858,P0468,1,42949,pending
L0014801,O007859,P0119,1,44948,pending
L0014802,O007859,P0451,5,37250,pending
L0014803,O007860,P0419,2,3856,fulfilled
L0014804,O007861,P0384,5,18396,pending
L0014805,O007861,P0178,1,25650,pending
L0014806,O007862,P0347,5,6779,fulfilled
L0014807,O007863,P0284,5,10792,pending
L0014808,O007864,P0252,2,3074,fulfilled
L0014809,O007864,P0255,3,36085,fulfilled
L0014810,O007865,P0344,3,34017,fulfilled
L0014811,O007865,P0030,2,26687,fulfilled
L0014812,O007866,P0340,3,42695,fulfilled
L0014813,O007867,P0345,5,36310,fulfilled
L0014814,O007867,P0272,3,26124,fulfilled
L0014815,O007867,P0084,4,7231,fulfilled
L0014816,O007868,P0476,4,37132,fulfilled
L0014817,O007868,P0142,3,18434,fulfilled
L0014818,O007868,P0201,2,21381,fulfilled
L0014819,O007868,P0481,1,1574,fulfilled
L0014820,O007869,P0204,2,32223,fulfilled
L0014821,O007870,P0120,2,12875,fulfilled
L0014822,O007871,P0163,2,2264,fulfilled
L0014823,O007871,P0081,4,14887,fulfilled
L0014824,O007871,P0486,4,44146,fulfilled
L0014825,O007872,P0105,3,36653,fulfilled
L0014826,O007872,P0378,3,26084,fulfilled
L0014827,O007873,P0273,1,38070,fulfilled
L0014828,O007874,P0178,5,26614,pending
L0014829,O007874,P0210,5,26644,pending
L0014830,O007874,P0482,2,37974,fulfilled
L0014831,O007875,P0402,1,22683,fulfilled
L0014832,O007876,P0242,4,39055,fulfilled
L0014833,O007876,P0347,5,7087,fulfilled
L0014834,O007877,P0059,5,12486,pending
L0014835,O007878,P0193,5,20516,fulfilled
L0014836,O007878,P0247,3,13414,fulfilled
L0014837,O007879,P0388,5,30754,fulfilled
L0014838,O007879,P0105,1,37627,fulfilled
L0014839,O007879,P0463,2,10656,fulfilled
L0014840,O007880,P0317,2,32768,fulfilled
L0014841,O007880,P0077,2,42924,fulfilled
L0014842,O007881,P0195,5,33398,fulfilled
L0014843,O007881,P0329,1,818,fulfilled
L0014844,O007882,P0482,3,37910,cancelled
L0014845,O007882,P0288,3,4864,cancelled
L0014846,O007882,P0088,3,1747,cancelled
L0014847,O007883,P0324,1,31162,fulfilled
L0014848,O007884,P0286,2,5103,fulfilled
L0014849,O007884,P0296,1,43823,fulfilled
L0014850,O007884,P0299,2,777,fulfilled
L0014851,O007884,P0101,2,35391,fulfilled
L0014852,O007885,P0279,5,21809,fulfilled
L0014853,O007886,P0233,4,13091,fulfilled
L0014854,O007887,P0402,1,21755,fulfilled
L0014855,O007887,P0216,5,38075,fulfilled
L0014856,O007888,P0071,5,24574,fulfilled
L0014857,O007888,P0129,5,41825,fulfilled
L0014858,O007889,P0409,2,27995,fulfilled
L0014859,O007889,P0332,1,29522,fulfilled
L0014860,O007890,P0070,5,21409,fulfilled
L0014861,O007891,P0278,5,23966,fulfilled
L0014862,O007891,P0441,3,23378,fulfilled
L0014863,O007892,P0041,5,7160,fulfilled
L0014864,O007893,P0274,4,31402,fulfilled
L0014865,O007894,P0378,2,28319,fulfilled
L0014866,O007894,P0278,2,23908,fulfilled
L0014867,O007894,P0420,4,15568,fulfilled
L0014868,O007895,P0398,1,38436,fulfilled
L0014869,O007895,P0490,4,9272,fulfilled
L0014870,O007896,P0163,1,2453,fulfilled
L0014871,O007897,P0409,4,27570,fulfilled
L0014872,O007898,P0121,3,48144,fulfilled
L0014873,O007898,P0482,4,40696,fulfilled
L0014874,O007898,P0030,1,26822,fulfilled
L0014875,O007899,P0192,4,35230,fulfilled
L0014876,O007899,P0432,2,8105,fulfilled
L0014877,O007899,P0400,1,18455,fulfilled
L0014878,O007900,P0365,2,33686,fulfilled
L0014879,O007901,P0185,4,24023,fulfilled
L0014880,O007902,P0007,5,2988,fulfilled
L0014881,O007902,P0332,4,26934,fulfilled
L0014882,O007903,P0358,4,26076,fulfilled
L0014883,O007903,P0331,2,32039,fulfilled
L0014884,O007904,P0292,4,33397,fulfilled
L0014885,O007904,P0149,3,25721,fulfilled
L0014886,O007904,P0079,5,14043,fulfilled
L0014887,O007905,P0086,3,33366,fulfilled
L0014888,O007905,P0270,5,23750,fulfilled
L0014889,O007906,P0212,1,41122,fulfilled
L0014890,O007907,P0264,4,5377,pending
L0014891,O007908,P0485,4,16121,fulfilled
L0014892,O007908,P0378,5,24584,fulfilled
L0014893,O007908,P0165,1,28733,fulfilled
L0014894,O007909,P0277,2,29542,cancelled
L0014895,O007909,P0351,1,29864,cancelled
L0014896,O007910,P0283,4,27821,fulfilled
L0014897,O007911,P0173,3,10377,fulfilled
L0014898,O007911,P0186,3,32783,fulfilled
L0014899,O007911,P0119,2,47426,fulfilled
L0014900,O007912,P0125,2,47322,fulfilled
L0014901,O007913,P0385,3,38468,fulfilled
L0014902,O007913,P0206,4,14648,fulfilled
L0014903,O007913,P0054,1,39071,fulfilled
L0014904,O007913,P0304,4,10179,fulfilled
L0014905,O007914,P0009,3,30990,fulfilled
L0014906,O007915,P0045,3,43780,cancelled
L0014907,O007915,P0237,5,13868,cancelled
L0014908,O007915,P0315,5,10870,cancelled
L0014909,O007916,P0058,2,38497,fulfilled
L0014910,O007916,P0184,3,34718,fulfilled
L0014911,O007916,P0214,3,27965,fulfilled
L0014912,O007917,P0071,2,24145,fulfilled
L0014913,O007917,P0470,5,18659,fulfilled
L0014914,O007917,P0113,5,5997,fulfilled
L0014915,O007918,P0234,5,32341,fulfilled
L0014916,O007918,P0085,1,31717,fulfilled
L0014917,O007918,P0023,3,37410,fulfilled
L0014918,O007918,P0129,5,41775,fulfilled
L0014919,O007919,P0363,1,4132,fulfilled
L0014920,O007919,P0152,3,30264,fulfilled
L0014921,O007919,P0377,4,21635,fulfilled
L0014922,O007920,P0028,4,22745,fulfilled
L0014923,O007921,P0029,5,40741,fulfilled
L0014924,O007921,P0474,4,24575,fulfilled
L0014925,O007922,P0092,4,18386,pending
L0014926,O007923,P0433,3,16529,fulfilled
L0014927,O007924,P0483,5,4972,fulfilled
L0014928,O007925,P0008,1,38145,fulfilled
L0014929,O007925,P0297,2,27733,fulfilled
L0014930,O007925,P0026,4,8282,fulfilled
L0014931,O007926,P0071,3,21988,cancelled
L0014932,O007926,P0199,1,22326,cancelled
L0014933,O007927,P0005,3,28760,fulfilled
L0014934,O007928,P0416,3,795,fulfilled
L0014935,O007928,P0197,1,12321,fulfilled
L0014936,O007929,P0411,1,48874,fulfilled
L0014937,O007929,P0091,4,14492,fulfilled
L0014938,O007930,P0185,3,25771,fulfilled
L0014939,O007931,P0432,5,8183,fulfilled
L0014940,O007931,P0484,5,32410,fulfilled
L0014941,O007932,P0192,2,34375,fulfilled
L0014942,O007933,P0218,1,39655,fulfilled
L0014943,O007933,P0484,5,31982,fulfilled
L0014944,O007933,P0194,1,13347,fulfilled
L0014945,O007934,P0222,3,27421,fulfilled
L0014946,O007935,P0373,4,14900,fulfilled
L0014947,O007936,P0373,2,13860,fulfilled
L0014948,O007936,P0333,3,14722,fulfilled
L0014949,O007936,P0091,4,14477,fulfilled
L0014950,O007936,P0496,1,13751,fulfilled
L0014951,O007937,P0223,4,32162,fulfilled
L0014952,O007937,P0087,2,19046,fulfilled
L0014953,O007938,P0238,4,18819,fulfilled
L0014954,O007938,P0065,5,40199,fulfilled
L0014955,O007938,P0356,1,2715,fulfilled
L0014956,O007939,P0291,5,37179,fulfilled
L0014957,O007940,P0134,3,913,pending
L0014958,O007940,P0458,4,39189,fulfilled
L0014959,O007941,P0124,5,41660,pending
L0014960,O007942,P0490,4,9423,fulfilled
L0014961,O007942,P0497,5,40770,fulfilled
L0014962,O007942,P0185,1,24929,fulfilled
L0014963,O007942,P0363,1,4200,fulfilled
L0014964,O007943,P0126,3,32429,fulfilled
L0014965,O007944,P0340,4,39135,fulfilled
L0014966,O007944,P0412,4,18667,fulfilled
L0014967,O007944,P0382,5,36721,fulfilled
L0014968,O007945,P0263,1,20036,fulfilled
L0014969,O007945,P0399,3,42199,fulfilled
L0014970,O007946,P0006,3,6059,fulfilled
L0014971,O007946,P0054,4,37714,fulfilled
L0014972,O007946,P0445,3,13630,fulfilled
L0014973,O007946,P0450,1,1328,fulfilled
L0014974,O007947,P0012,2,39349,fulfilled
L0014975,O007948,P0391,3,41946,fulfilled
L0014976,O007948,P0022,2,24053,fulfilled
L0014977,O007949,P0394,1,11105,fulfilled
L0014978,O007949,P0412,4,18074,fulfilled
L0014979,O007949,P0229,2,9360,fulfilled
L0014980,O007950,P0384,2,19325,fulfilled
L0014981,O007951,P0472,5,26797,pending
L0014982,O007951,P0139,4,25000,fulfilled
L0014983,O007952,P0060,2,23076,pending
L0014984,O007952,P0306,4,16560,pending
L0014985,O007953,P0181,2,12633,fulfilled
L0014986,O007953,P0008,5,42212,fulfilled
L0014987,O007954,P0269,4,30802,fulfilled
L0014988,O007954,P0470,2,20919,fulfilled
L0014989,O007954,P0489,1,10861,fulfilled
L0014990,O007955,P0445,4,13810,fulfilled
L0014991,O007956,P0294,5,28781,fulfilled
L0014992,O007956,P0311,1,42656,fulfilled
L0014993,O007957,P0452,1,29334,fulfilled
L0014994,O007957,P0098,3,1492,fulfilled
L0014995,O007958,P0483,2,5090,fulfilled
L0014996,O007958,P0128,3,28631,fulfilled
L0014997,O007959,P0401,5,1775,cancelled
L0014998,O007959,P0114,3,22021,cancelled
L0014999,O007959,P0387,5,5748,cancelled
L0015000,O007960,P0232,2,6505,fulfilled
L0015001,O007961,P0266,4,6016,cancelled
L0015002,O007961,P0108,5,15434,cancelled
L0015003,O007962,P0462,1,35157,fulfilled
L0015004,O007962,P0426,5,41392,fulfilled
L0015005,O007963,P0003,4,4937,fulfilled
L0015006,O007964,P0160,2,7697,fulfilled
L0015007,O007964,P0277,5,25825,fulfilled
L0015008,O007964,P0038,4,19321,fulfilled
L0015009,O007965,P0314,1,9003,fulfilled
L0015010,O007966,P0493,3,2140,fulfilled
L0015011,O007966,P0083,4,21969,fulfilled
L0015012,O007966,P0265,1,45876,fulfilled
L0015013,O007967,P0362,4,24125,fulfilled
L0015014,O007967,P0235,2,41555,fulfilled
L0015015,O007967,P0157,5,40556,fulfilled
L0015016,O007968,P0191,2,17747,fulfilled
L0015017,O007969,P0296,5,42537,fulfilled
L0015018,O007969,P0148,2,40728,fulfilled
L0015019,O007969,P0366,3,44856,fulfilled
L0015020,O007969,P0306,4,16038,pending
L0015021,O007970,P0134,3,1031,fulfilled
L0015022,O007971,P0287,5,45962,cancelled
L0015023,O007971,P0117,4,26729,cancelled
L0015024,O007971,P0397,4,36327,cancelled
L0015025,O007972,P0039,5,35879,fulfilled
L0015026,O007972,P0077,4,45363,fulfilled
L0015027,O007973,P0357,3,1625,fulfilled
L0015028,O007974,P0332,2,29807,fulfilled
L0015029,O007975,P0162,3,31891,fulfilled
L0015030,O007976,P0322,4,38731,fulfilled
L0015031,O007976,P0339,5,6809,fulfilled
L0015032,O007976,P0317,1,30607,fulfilled
L0015033,O007977,P0181,1,12602,fulfilled
L0015034,O007978,P0085,5,35318,pending
L0015035,O007979,P0145,5,35939,fulfilled
L0015036,O007980,P0149,1,26881,pending
L0015037,O007980,P0405,5,8008,pending
L0015038,O007981,P0147,3,6550,fulfilled
L0015039,O007981,P0243,2,19113,fulfilled
L0015040,O007982,P0324,5,30454,pending
L0015041,O007983,P0135,1,6013,fulfilled
L0015042,O007983,P0359,1,39624,fulfilled
L0015043,O007984,P0398,1,42744,pending
L0015044,O007984,P0201,4,20940,pending
L0015045,O007985,P0243,3,19032,cancelled
L0015046,O007986,P0304,1,11428,fulfilled
L0015047,O007986,P0222,3,27614,fulfilled
L0015048,O007987,P0443,4,11697,fulfilled
L0015049,O007987,P0101,5,34745,fulfilled
L0015050,O007988,P0053,4,44229,fulfilled
L0015051,O007989,P0005,4,29640,fulfilled
L0015052,O007989,P0285,3,43037,fulfilled
L0015053,O007989,P0352,2,16057,fulfilled
L0015054,O007990,P0289,5,25050,fulfilled
L0015055,O007991,P0032,1,30695,fulfilled
L0015056,O007991,P0033,3,26842,fulfilled
L0015057,O007992,P0468,3,44839,fulfilled
L0015058,O007993,P0233,5,14565,fulfilled
L0015059,O007994,P0202,1,24438,fulfilled
L0015060,O007994,P0297,1,26881,fulfilled
L0015061,O007995,P0167,1,27396,fulfilled
L0015062,O007995,P0215,1,26718,fulfilled
L0015063,O007995,P0004,5,4311,fulfilled
L0015064,O007996,P0264,4,5655,fulfilled
L0015065,O007996,P0084,2,7116,fulfilled
L0015066,O007997,P0287,2,43520,fulfilled
L0015067,O007998,P0150,5,9509,fulfilled
L0015068,O007999,P0102,2,7576,fulfilled
L0015069,O007999,P0170,4,20726,fulfilled
L0015070,O008000,P0188,5,35999,fulfilled
L0015071,O008000,P0436,4,16166,fulfilled
L0015072,O008001,P0167,2,31683,fulfilled
L0015073,O008002,P0229,3,9386,fulfilled
L0015074,O008003,P0318,5,18075,cancelled
L0015075,O008003,P0169,2,43310,cancelled
L0015076,O008004,P0011,2,10239,fulfilled
L0015077,O008004,P0071,2,22634,fulfilled
L0015078,O008005,P0441,3,25431,fulfilled
L0015079,O008005,P0023,2,41661,fulfilled
L0015080,O008005,P0415,5,2689,fulfilled
L0015081,O008006,P0470,4,19132,fulfilled
L0015082,O008006,P0291,5,35691,fulfilled
L0015083,O008007,P0355,5,21703,fulfilled
L0015084,O008007,P0350,4,36426,fulfilled
L0015085,O008007,P0239,3,6141,fulfilled
L0015086,O008008,P0243,4,20261,fulfilled
L0015087,O008008,P0426,2,40396,fulfilled
L0015088,O008008,P0497,2,43520,fulfilled
L0015089,O008009,P0352,2,17834,fulfilled
L0015090,O008010,P0188,2,33248,pending
L0015091,O008010,P0246,4,36594,pending
L0015092,O008010,P0286,3,5141,pending
L0015093,O008010,P0051,5,8214,pending
L0015094,O008011,P0418,3,32523,fulfilled
L0015095,O008011,P0228,1,11901,fulfilled
L0015096,O008011,P0191,3,17165,fulfilled
L0015097,O008012,P0424,5,36461,fulfilled
L0015098,O008012,P0469,3,40249,fulfilled
L0015099,O008013,P0143,2,28215,fulfilled
L0015100,O008014,P0032,3,33713,fulfilled
L0015101,O008014,P0087,3,20117,fulfilled
L0015102,O008015,P0270,2,24001,fulfilled
L0015103,O008015,P0053,5,48689,fulfilled
L0015104,O008016,P0221,3,32053,fulfilled
L0015105,O008016,P0415,3,2672,fulfilled
L0015106,O008016,P0366,2,41237,fulfilled
L0015107,O008017,P0280,5,37541,fulfilled
L0015108,O008018,P0480,2,22123,fulfilled
L0015109,O008019,P0058,3,40190,fulfilled
L0015110,O008019,P0034,2,38353,fulfilled
L0015111,O008019,P0427,2,40245,fulfilled
L0015112,O008019,P0494,2,41619,fulfilled
L0015113,O008020,P0414,1,29145,fulfilled
L0015114,O008020,P0094,1,20121,fulfilled
L0015115,O008021,P0322,3,33731,fulfilled
L0015116,O008021,P0013,1,36880,fulfilled
L0015117,O008022,P0308,2,7701,pending
L0015118,O008023,P0499,1,34926,fulfilled
L0015119,O008023,P0089,2,502,fulfilled
L0015120,O008023,P0458,1,42531,fulfilled
L0015121,O008024,P0256,3,21745,fulfilled
L0015122,O008024,P0432,4,7748,fulfilled
L0015123,O008024,P0030,1,25180,fulfilled
L0015124,O008025,P0487,3,19655,fulfilled
L0015125,O008026,P0080,1,39622,fulfilled
L0015126,O008026,P0367,1,10063,fulfilled
L0015127,O008027,P0256,5,21356,fulfilled
L0015128,O008027,P0441,3,24911,fulfilled
L0015129,O008028,P0250,4,4209,fulfilled
L0015130,O008028,P0130,2,28619,fulfilled
L0015131,O008028,P0417,2,15631,fulfilled
L0015132,O008028,P0194,3,14685,fulfilled
L0015133,O008029,P0249,4,471,fulfilled
L0015134,O008029,P0439,2,34233,fulfilled
L0015135,O008029,P0312,3,36602,fulfilled
L0015136,O008030,P0070,3,21610,fulfilled
L0015137,O008030,P0438,3,48009,fulfilled
L0015138,O008031,P0086,5,30611,fulfilled
L0015139,O008032,P0397,1,37184,fulfilled
L0015140,O008033,P0289,3,27343,pending
L0015141,O008034,P0321,2,36755,fulfilled
L0015142,O008034,P0019,4,26749,fulfilled
L0015143,O008035,P0194,2,14936,fulfilled
L0015144,O008035,P0269,5,29823,fulfilled
L0015145,O008036,P0374,3,5906,pending
L0015146,O008036,P0284,2,11669,pending
L0015147,O008037,P0488,5,24832,fulfilled
L0015148,O008037,P0326,1,29011,fulfilled
L0015149,O008037,P0112,2,12317,fulfilled
L0015150,O008037,P0393,3,39295,fulfilled
L0015151,O008038,P0490,5,9324,fulfilled
L0015152,O008039,P0425,4,17534,fulfilled
L0015153,O008039,P0496,1,12549,fulfilled
L0015154,O008039,P0079,5,15341,fulfilled
L0015155,O008039,P0355,3,23114,fulfilled
L0015156,O008040,P0486,5,43742,fulfilled
L0015157,O008041,P0222,3,26698,fulfilled
L0015158,O008041,P0312,5,37479,fulfilled
L0015159,O008041,P0286,1,5452,fulfilled
L0015160,O008041,P0464,5,8709,fulfilled
L0015161,O008042,P0392,4,13524,fulfilled
L0015162,O008042,P0187,4,21517,fulfilled
L0015163,O008043,P0125,1,48692,fulfilled
L0015164,O008043,P0200,4,34885,fulfilled
L0015165,O008043,P0023,1,41719,fulfilled
L0015166,O008044,P0100,5,13389,fulfilled
L0015167,O008045,P0467,3,28196,pending
L0015168,O008046,P0177,1,35029,fulfilled
L0015169,O008046,P0186,1,35075,fulfilled
L0015170,O008046,P0321,2,37149,fulfilled
L0015171,O008047,P0217,3,10589,fulfilled
L0015172,O008048,P0338,1,1483,fulfilled
L0015173,O008048,P0320,1,14123,fulfilled
L0015174,O008048,P0210,3,26106,fulfilled
L0015175,O008049,P0182,1,3373,fulfilled
L0015176,O008050,P0325,1,1552,fulfilled
L0015177,O008050,P0089,3,526,fulfilled
L0015178,O008051,P0477,1,8739,fulfilled
L0015179,O008051,P0245,4,31698,fulfilled
L0015180,O008051,P0330,5,30142,fulfilled
L0015181,O008052,P0432,3,8320,pending
L0015182,O008053,P0154,4,32312,fulfilled
L0015183,O008053,P0040,4,1229,fulfilled
L0015184,O008054,P0186,5,32545,fulfilled
L0015185,O008054,P0145,4,33773,fulfilled
L0015186,O008054,P0032,4,33715,fulfilled
L0015187,O008054,P0059,3,13790,fulfilled
L0015188,O008055,P0072,1,19756,fulfilled
L0015189,O008055,P0494,2,43268,fulfilled
L0015190,O008055,P0193,2,20531,fulfilled
L0015191,O008056,P0232,2,6499,cancelled
L0015192,O008057,P0101,1,33691,cancelled
L0015193,O008058,P0334,1,30549,fulfilled
L0015194,O008058,P0411,4,46976,fulfilled
L0015195,O008059,P0031,4,20749,fulfilled
L0015196,O008059,P0150,1,9201,fulfilled
